Airfoil,AoA,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,L/D
fx76mp120,-5,0.4001,0.01038,0.00516,-0.2129,0.7482,0.0167,38.5453
fx76mp120,6,1.5686,0.00874,0.00448,-0.2072,0.5304,1,179.474
fx76mp120,3,1.284,0.00663,0.00282,-0.2148,0.6485,1,193.665
fx76mp120,2,1.1701,0.00653,0.00265,-0.2137,0.669,0.8933,179.188
fx76mp120,7,1.6379,0.01007,0.00567,-0.1999,0.4779,1,162.651
fx76mp140,-3,0.5685,0.00888,0.00316,-0.1987,0.7203,0.0509,64.0203
fx76mp140,-2,0.6784,0.0083,0.00262,-0.1985,0.7135,0.0659,81.7349
fx76mp140,-1,0.7877,0.00786,0.00233,-0.1983,0.7026,0.1203,100.216
fx76mp140,-4,0.456,0.00909,0.00347,-0.1983,0.7312,0.0454,50.165
fx76mp140,1,0.9952,0.00684,0.00244,-0.1962,0.6767,0.5962,145.497
fx76mp140,0,0.8959,0.00763,0.00231,-0.198,0.689,0.2186,117.418
fx76mp140,4,1.2935,0.0072,0.00324,-0.1894,0.594,1,179.653
fx76mp140,3,1.1844,0.00693,0.00293,-0.1892,0.6338,0.8728,170.909
fx76mp140,2,1.0898,0.00676,0.00275,-0.1926,0.6583,0.8215,161.213
fx76mp160,-2,0.5923,0.00841,0.00226,-0.1804,0.7107,0.0407,70.4281
fx76mp160,-1,0.7038,0.00817,0.00201,-0.1804,0.6925,0.0501,86.1444
fx76mp160,-5,0.2516,0.00954,0.00339,-0.1791,0.7412,0.0251,26.3732
fx76mp160,0,0.8156,0.00798,0.00195,-0.1806,0.6779,0.0675,102.206
fx76mp160,2,1.0237,0.00805,0.00216,-0.1779,0.6115,0.1663,127.168
fx76mp160,3,1.1028,0.0089,0.00271,-0.1718,0.5349,0.197,123.91
fx77080,-1,-0.0861,0.00515,0.00091,-0.0063,0.8886,0.4739,-16.7184
fx77080,5,0.6114,0.00917,0.00325,-0.0115,0.0329,0.9862,66.6739
fx77w153,-2,0.0372,0.01093,0.00312,-0.0174,0.3693,0.0134,3.40348
fx77w153,-1,0.1513,0.01052,0.00261,-0.0172,0.3672,0.0132,14.3821
fx77w121,8,1.219,0.01599,0.00914,-0.0447,0.0022,1,76.2351
fx77w153,-3,-0.0724,0.01212,0.00465,-0.0188,0.3699,0.0148,-5.9736
fx77w153,1,0.3805,0.01035,0.00266,-0.0176,0.3636,0.0286,36.7633
fx77w153,12,1.3505,0.03321,0.02672,-0.0123,0.0092,1,40.6655
fx77w153,7,1.1345,0.00995,0.00413,-0.038,0.2389,1,114.02
fx77w153,6,1.0352,0.00887,0.00332,-0.0393,0.2871,1,116.708
fx77w270s,-3,-0.0279,0.01442,0.006,-0.0272,0.4149,0.0068,-1.93481
fx77w270s,1,0.4326,0.01264,0.00691,-0.035,0.4026,0.6446,34.2247
fx77w270s,0,0.3076,0.01172,0.00578,-0.0322,0.4035,0.5985,26.2457
fx77w270s,5,0.9239,0.01354,0.0078,-0.0479,0.3912,0.6669,68.2349
fx77w270s,3,0.6812,0.01364,0.00795,-0.0412,0.3984,0.6598,49.9413
fx77w270s,4,0.803,0.0135,0.00777,-0.0446,0.3951,0.6636,59.4815
fx77w270s,6,1.0437,0.01364,0.0079,-0.051,0.387,0.6699,76.5176
fx77w270s,7,1.1584,0.0138,0.00794,-0.0533,0.3723,0.6728,83.942
fx77w270,3,0.7562,0.01406,0.00593,-0.0582,0.3626,0.0628,53.7838
fx77w270,7,1.2186,0.02164,0.01359,-0.0766,0.0896,0.6482,56.3124
fx77w343,-4,-0.0297,0.01834,0.00979,-0.0318,0.3959,0.0179,-1.61941
fx77w343,2,0.7935,0.01614,0.00792,-0.0753,0.369,0.0794,49.1636
fx77w343,8,1.4183,0.02611,0.01911,-0.0965,0.2499,0.6263,54.3202
fx78k140a20,-5,0.0333,0.01127,0.00517,-0.1151,0.6911,0.0087,2.95475
fx78pk188,-2,0.0493,0.00765,0.00355,-0.0586,0.7014,0.7038,6.44444
fx78pk188,-1,0.1673,0.00832,0.00416,-0.0608,0.6972,0.7202,20.1082
fx78pk188,-3,-0.0671,0.00724,0.0031,-0.0569,0.7051,0.6588,-9.26796
fx78pk188,1,0.3969,0.00885,0.00472,-0.065,0.6893,0.7359,44.8475
fx78pk188,-5,-0.2304,0.01146,0.00491,-0.0631,0.7138,0.0451,-20.1047
fx78pk188,10,1.0119,0.02649,0.01997,-0.0271,0.0661,0.7803,38.1993
fx78pk188,14,1.1984,0.04486,0.03853,-0.0127,0.0054,0.8061,26.7142
fx78pk188,0,0.2797,0.00879,0.00464,-0.0626,0.691,0.7299,31.8203
fx78pk188,2,0.513,0.00888,0.00481,-0.0674,0.6859,0.7411,57.7703
fx78pk188,3,0.6309,0.00868,0.00464,-0.07,0.6786,0.7457,72.6843
fx78pk188,4,0.7508,0.00822,0.00416,-0.0727,0.6655,0.7486,91.3382
fx78pk188,6,0.9754,0.00766,0.00379,-0.0757,0.6222,0.7587,127.337
fx78pk188,5,0.865,0.0078,0.00383,-0.0746,0.6482,0.7529,110.897
fx79k144,-2,0.0859,0.00933,0.00385,-0.0648,0.7487,0.243,9.20686
fx79k144,0,0.3216,0.00699,0.00334,-0.0695,0.735,0.8172,46.0086
fx79k144,2,0.5513,0.00655,0.00281,-0.0704,0.6874,0.8576,84.1679
fx79k144,7,0.9964,0.01565,0.00873,-0.0601,0.0087,0.8772,63.6677
fx79k144,6,0.911,0.0143,0.00727,-0.0626,0.0094,0.8743,63.7063
fx79k144,8,1.0764,0.01792,0.01123,-0.0584,0.0087,0.8818,60.067
fx79k144,9,1.1379,0.02153,0.01513,-0.0546,0.009,0.8856,52.8518
fx79l100,0,-0.0026,0.00587,0.0008,0.0005,0.5679,0.5935,-0.44293
fx79l100,11,1.0972,0.02265,0.01818,0.0177,0.0079,1,48.4415
fx79l100,2,0.2006,0.00585,0.00102,0.0058,0.4943,0.7012,34.2906
fx79l100,5,0.5273,0.00875,0.00292,0.0061,0.0435,0.9133,60.2629
fx83w108,-2,0.2999,0.00662,0.00127,-0.1283,0.7627,0.2191,45.3021
fx83w108,-4,0.1086,0.00806,0.00229,-0.1352,0.7984,0.038,13.4739
fx83w108,-1,0.3996,0.00625,0.0013,-0.1257,0.7464,0.3686,63.936
fx83w108,1,0.5925,0.0062,0.00126,-0.1183,0.692,0.4546,95.5645
fx83w108,-5,0.0076,0.0086,0.00295,-0.1376,0.8169,0.0258,0.883721
fx83w108,0,0.4966,0.00625,0.0012,-0.1221,0.7194,0.3865,79.456
fx83w108,2,0.6864,0.00615,0.00141,-0.1141,0.6536,0.5457,111.61
fx83w160,-1,0.4186,0.00641,0.00181,-0.1394,0.7471,0.5094,65.3042
fx83w160,-2,0.3117,0.00637,0.00175,-0.1405,0.7636,0.468,48.9325
fx83w160,-4,0.1088,0.00714,0.0021,-0.1445,0.7938,0.2806,15.2381
fx83w160,-3,0.2109,0.00658,0.00182,-0.1429,0.7768,0.4018,32.0517
fx83w160,-5,0.0132,0.00801,0.0026,-0.147,0.8092,0.1683,1.64794
fx83w160,0,0.5195,0.00648,0.00186,-0.1368,0.7301,0.5361,80.1698
fx83w160,1,0.6182,0.00651,0.00193,-0.1339,0.7099,0.5539,94.9616
fx83w160,13,1.479,0.03177,0.02535,-0.0708,0.026,1,46.5534
fx83w160,12,1.4312,0.02742,0.021,-0.0762,0.0386,1,52.1955
fx83w160,3,0.7912,0.00684,0.00219,-0.1226,0.6456,0.5897,115.673
fx83w160,2,0.7086,0.00664,0.00203,-0.129,0.6828,0.5724,106.717
fx83w160,4,0.8737,0.00732,0.00256,-0.1163,0.6032,0.597,119.358
fx83w227,-1,0.2118,0.00761,0.00244,-0.0676,0.5851,0.5499,27.8318
fx83w227,-3,0.0437,0.00836,0.00272,-0.0781,0.6207,0.3693,5.22727
fx83w227,-2,0.124,0.00795,0.00253,-0.0722,0.5983,0.4673,15.5975
fx83w227,-4,-0.0379,0.009,0.00306,-0.0836,0.6386,0.272,-4.21111
fx83w227,1,0.3848,0.00778,0.00267,-0.058,0.5411,0.6502,49.4602
fx83w227,-5,-0.1161,0.0097,0.00351,-0.0896,0.6586,0.1954,-11.9691
fx83w227,0,0.2957,0.00763,0.00249,-0.0622,0.5625,0.6058,38.7549
fx83w227,13,1.379,0.02495,0.02022,-0.0279,0.276,1,55.2705
fx83w227,4,0.6612,0.00885,0.00368,-0.0483,0.4819,0.726,74.7119
fx83w227,3,0.5691,0.00845,0.00329,-0.0514,0.499,0.7016,67.3491
fx83w227,2,0.4818,0.00801,0.00292,-0.0556,0.5239,0.6761,60.1498
fx83w227,5,0.7452,0.00933,0.00426,-0.0439,0.4609,0.7662,79.8714
fx84w097,-2,0.0359,0.00727,0.00136,-0.0483,0.69,0.1155,4.9381
fx84w097,-4,-0.1892,0.00881,0.00287,-0.0479,0.7482,0.0246,-21.4756
fx84w097,-3,-0.0766,0.00797,0.00187,-0.048,0.7195,0.0421,-9.61104
fx84w097,11,1.3134,0.02454,0.01933,-0.0332,0.0071,1,53.5208
fx84w097,-5,-0.3007,0.01025,0.00457,-0.0479,0.7756,0.0157,-29.3366
fx84w097,1,0.3559,0.00487,0.00113,-0.0452,0.6047,0.9496,73.0801
fx84w097,10,1.2666,0.02023,0.01467,-0.0398,0.0077,1,62.61
fx84w097,12,1.3436,0.03073,0.02595,-0.0275,0.0066,1,43.7227
fx84w097,2,0.4921,0.00502,0.00115,-0.0504,0.5702,1,98.0279
fx84w097,4,0.7117,0.00575,0.00165,-0.0502,0.487,1,123.774
fx84w097,3,0.6007,0.00536,0.00136,-0.05,0.5332,1,112.071
fx84w097,7,1.013,0.0116,0.00541,-0.0482,0.0379,1,87.3276
fx84w097,5,0.8201,0.00659,0.00219,-0.0502,0.3941,1,124.446
fx84w097,6,0.918,0.00899,0.00353,-0.0494,0.1756,1,102.113
fx84w097,9,1.1996,0.0161,0.01009,-0.0447,0.0084,1,74.5093
fx84w127,-2,0.171,0.00742,0.00159,-0.0796,0.6686,0.1655,23.0458
fx84w127,-1,0.2831,0.00633,0.00134,-0.0806,0.6479,0.4519,44.7235
fx84w127,-3,0.0571,0.00805,0.00196,-0.0788,0.6882,0.0769,7.09317
fx84w127,-4,-0.0565,0.00865,0.00256,-0.0781,0.7098,0.044,-6.53179
fx84w127,-5,-0.1697,0.00954,0.0035,-0.0776,0.7275,0.0284,-17.7883
fx84w127,1,0.5052,0.00564,0.00155,-0.0806,0.605,0.8462,89.5745
fx84w127,0,0.3932,0.00561,0.00142,-0.0806,0.6261,0.7613,70.0891
fx84w127,2,0.6141,0.00573,0.00173,-0.0798,0.5825,0.908,107.173
fx84w127,4,0.8462,0.00619,0.00215,-0.082,0.5291,1,136.704
fx84w127,3,0.7154,0.00588,0.00193,-0.0773,0.5583,0.9671,121.667
fx84w127,6,1.0639,0.00748,0.00313,-0.0828,0.4272,1,142.233
fx84w127,7,1.1623,0.00891,0.00417,-0.0818,0.3295,1,130.449
fx84w140,-1,0.3515,0.00647,0.00152,-0.0964,0.6441,0.4745,54.3277
fx84w127,9,1.2907,0.01543,0.0091,-0.0705,0.0541,1,83.6487
fx84w140,-2,0.2389,0.00762,0.00175,-0.0951,0.6599,0.1736,31.3517
fx84w140,-3,0.1252,0.00815,0.00208,-0.0941,0.6806,0.0854,15.362
fx84w140,-4,0.0105,0.00878,0.00263,-0.0931,0.6965,0.0507,1.1959
fx84w140,1,0.5764,0.00599,0.00177,-0.0973,0.6049,0.8159,96.227
fx84w140,0,0.4633,0.00591,0.00162,-0.0969,0.6245,0.7387,78.3926
fx84w140,2,0.6886,0.00612,0.00199,-0.0975,0.5875,0.8707,112.516
fx84w140,6,1.1293,0.00762,0.00337,-0.0988,0.467,1,148.202
fx84w140,4,0.8994,0.00658,0.0025,-0.0953,0.542,0.9548,136.687
fx84w140,5,1.0206,0.00689,0.00283,-0.0981,0.5152,1,148.128
fx84w140,7,1.2315,0.00861,0.00419,-0.0985,0.4074,1,143.031
fx84w150,-4,0.0199,0.00874,0.00259,-0.0929,0.6875,0.0642,2.27689
fx84w150,-1,0.3592,0.00639,0.00162,-0.0961,0.6323,0.561,56.2128
fx84w150,-3,0.1342,0.00816,0.0021,-0.0939,0.6697,0.1107,16.4461
fx84w150,-2,0.2485,0.00756,0.00182,-0.0951,0.6539,0.214,32.8704
fx84w150,-5,-0.0939,0.00937,0.00324,-0.0921,0.7044,0.0448,-10.0213
fx84w150,1,0.5869,0.00622,0.00191,-0.0974,0.5963,0.7985,94.3569
fx84w150,0,0.4733,0.00605,0.00172,-0.0969,0.617,0.7315,78.2314
fx84w150,2,0.7003,0.00634,0.00212,-0.0979,0.5803,0.8507,110.457
fx84w150,7,1.2407,0.00861,0.00428,-0.0984,0.4213,1,144.1
fx84w150,4,0.9181,0.00696,0.00273,-0.0976,0.5331,0.9192,131.911
fx84w150,3,0.8105,0.00659,0.00241,-0.0979,0.559,0.8886,122.989
fx84w150,5,1.0199,0.00718,0.00307,-0.096,0.5114,0.9575,142.047
fx84w175,-3,0.1573,0.00839,0.00241,-0.1017,0.6561,0.1588,18.7485
fx84w175,-1,0.3829,0.00675,0.00197,-0.1042,0.6245,0.5583,56.7259
fx84w175,-2,0.2708,0.00768,0.00211,-0.1029,0.6409,0.2888,35.2604
fx84w150,8,1.3335,0.00993,0.00537,-0.0967,0.36,1,134.29
fx84w175,1,0.6137,0.00671,0.00225,-0.1064,0.5921,0.739,91.4605
fx84w175,-5,-0.0705,0.00958,0.00335,-0.0996,0.6866,0.0675,-7.35908
fx84w175,-4,0.0432,0.00892,0.00279,-0.1006,0.6721,0.101,4.84305
fx84w175,0,0.498,0.00658,0.00206,-0.1052,0.6086,0.6818,75.6839
fx84w175,3,0.8412,0.00718,0.0028,-0.1081,0.5575,0.8179,117.159
fx84w175,2,0.7277,0.00695,0.00247,-0.1073,0.5726,0.7813,104.705
fx84w175,4,0.9508,0.00762,0.00317,-0.1084,0.5341,0.8433,124.777
fx84w175,5,1.0615,0.0079,0.00356,-0.1089,0.5175,0.8671,134.367
fx84w175,9,1.4189,0.01146,0.00709,-0.0984,0.3844,1,123.813
fx84w175,8,1.341,0.00978,0.00555,-0.1017,0.4311,1,137.117
fx84w175,6,1.1655,0.0084,0.00408,-0.1084,0.4937,0.8926,138.75
fx84w175,7,1.2594,0.00905,0.00477,-0.1061,0.4654,0.9234,139.16
fx84w218,-4,-0.1061,0.00902,0.00313,-0.0671,0.6288,0.2458,-11.7627
fx84w218,-2,0.1187,0.00787,0.00254,-0.0685,0.5971,0.4217,15.0826
fx84w218,-1,0.2345,0.00745,0.00243,-0.0697,0.5854,0.5158,31.4765
fx84w218,-3,0.0068,0.00834,0.00276,-0.0679,0.6173,0.3238,0.815348
fx84w218,1,0.4677,0.00741,0.0026,-0.0721,0.5522,0.6368,63.1174
fx84w218,10,1.3315,0.01534,0.0107,-0.0597,0.3384,0.8982,86.7992
fx84w218,-5,-0.2174,0.00956,0.00358,-0.0666,0.648,0.1931,-22.7406
fx84w218,11,1.3781,0.01835,0.01379,-0.0532,0.3066,0.9509,75.1008
fx84w218,12,1.4275,0.02254,0.01791,-0.05,0.269,1,63.3319
fx84w218,0,0.3495,0.00743,0.00249,-0.0707,0.5646,0.5874,47.039
fx84w218,2,0.5821,0.00766,0.00285,-0.073,0.5313,0.6788,75.9922
fx84w218,3,0.6978,0.00785,0.00311,-0.0742,0.5147,0.7122,88.8917
fx84w218,5,0.9152,0.00879,0.00401,-0.0744,0.4678,0.7682,104.118
fx84w218,4,0.8098,0.00822,0.00349,-0.0748,0.4946,0.7417,98.5158
fx84w218,6,1.0212,0.00925,0.00453,-0.0742,0.4491,0.7912,110.4
fx84w218,7,1.1127,0.00997,0.0053,-0.0716,0.4264,0.8148,111.605
fx84w218,9,1.2677,0.01299,0.00832,-0.0643,0.3693,0.8668,97.5905
fx84w218,8,1.1948,0.01123,0.00656,-0.0683,0.4001,0.8397,106.394
fxl142k,-2,-0.2174,0.00694,0.00131,-0.0024,0.5743,0.4278,-31.3256
fxl142k,-1,-0.1091,0.00668,0.0012,-0.0011,0.5524,0.4855,-16.3323
fxl142k,-3,-0.3204,0.00748,0.00158,-0.0043,0.5918,0.3343,-42.8342
fxl142k,-4,-0.4195,0.00835,0.00212,-0.0068,0.6121,0.224,-50.2395
fxl142k,-5,-0.5134,0.00976,0.00293,-0.01,0.6275,0.0932,-52.6025
fxl142k,0,-0,0.00666,0.00124,-0.0001,0.5323,0.5269,-0
fxl142k,3,0.3256,0.00711,0.00148,0.0034,0.394,0.585,45.7947
fxl142k,4,0.4233,0.00802,0.00201,0.0062,0.2644,0.615,52.7805
fxl142k,2,0.2205,0.00681,0.00132,0.0017,0.4685,0.5639,32.3789
fxl142k,6,0.6149,0.01022,0.00355,0.012,0.0814,0.6563,60.1663
fxl142k,5,0.5203,0.00921,0.00273,0.0089,0.1542,0.6284,56.4929
fxl142k,7,0.7127,0.01094,0.00444,0.0147,0.0658,0.7023,65.1463
fxlv152,-3,-0.3132,0.00995,0.00252,-0.0025,0.6246,0.0225,-31.4774
fxlv152,2,0.2312,0.00883,0.00196,-0.0033,0.1429,0.6091,26.1835
fxlv152,9,0.9897,0.01462,0.00787,-0.0036,0.0096,0.7476,67.6949
fxm2,2,0.7801,0.01165,0.00301,-0.0976,0.0637,0.0372,66.9614
fxm2,3,0.8904,0.01198,0.00292,-0.0968,0.0441,0.0407,74.3239
fxm2,6,1.2181,0.01328,0.00457,-0.0946,0.0437,0.4306,91.7244
fxm2,7,1.3236,0.01406,0.00551,-0.0933,0.0425,0.4626,94.1394
fxm2,9,1.5238,0.01532,0.00791,-0.0896,0.0423,1,99.4648
fxs02196,10,1.3147,0.03226,0.0235,-0.0865,0.0317,0.2497,40.7533
fxs03182,-3,0.1288,0.00971,0.00284,-0.1034,0.6549,0.0257,13.2647
fxs03182,-5,-0.0995,0.01069,0.00374,-0.099,0.6675,0.004,-9.30776
fxs03182,0,0.4839,0.00704,0.00185,-0.1139,0.6208,0.5863,68.7358
fxs03182,6,0.9763,0.01675,0.00879,-0.0917,0.0022,0.6573,58.2866
fxs21158,-4,0.0015,0.01013,0.00271,-0.0893,0.4407,0.0161,0.148075
fxs21158,-5,-0.1117,0.01071,0.00326,-0.0885,0.4617,0.0037,-10.4295
fxs21158,8,1.2695,0.01744,0.00986,-0.0851,0.0042,0.5618,72.7924
fxs21158,7,1.1815,0.01575,0.00791,-0.0881,0.0034,0.5429,75.0159
fxs21158,6,1.0838,0.01456,0.00646,-0.0895,0.0026,0.5253,74.4368
fxs21158,5,0.9818,0.01357,0.00537,-0.0903,0.0025,0.5132,72.3508
geminism,-3,-0.0912,0.00722,0.0018,-0.0471,0.6967,0.3347,-12.6316
geminism,-1,0.096,0.00616,0.00147,-0.0397,0.6335,0.6251,15.5844
geminism,-4,-0.1858,0.008,0.00223,-0.0504,0.7279,0.2095,-23.225
geminism,-2,-0.0003,0.00646,0.00156,-0.043,0.6643,0.5132,-0.0464396
geminism,-5,-0.2749,0.00918,0.00298,-0.0544,0.7632,0.0716,-29.9455
geminism,1,0.2949,0.00611,0.00151,-0.0344,0.562,0.7617,48.2651
geminism,0,0.1966,0.00613,0.00145,-0.0373,0.5983,0.6887,32.0718
geminism,14,1.2618,0.04179,0.03652,0.0019,0.0088,1,30.1938
geminism,12,1.2591,0.02427,0.01815,-0.0083,0.0094,1,51.8789
geminism,13,1.2721,0.03125,0.02552,-0.0021,0.0089,1,40.7072
geminism,2,0.3925,0.00615,0.00169,-0.0313,0.5228,0.8556,63.8211
geminism,5,0.8231,0.00777,0.00309,-0.0545,0.3905,0.9759,105.933
geminism,4,0.6807,0.00695,0.00245,-0.0469,0.4416,0.9607,97.9424
geminism,6,0.9518,0.00868,0.00379,-0.0594,0.3333,0.9934,109.654
geminism,3,0.515,0.0064,0.00202,-0.034,0.4823,0.9337,80.4688
giiia,-1,-0.1183,0.00501,0.00099,0.0143,0.6801,0.7265,-23.6128
giiia,-3,-0.2874,0.00731,0.00189,0.0039,0.8493,0.1948,-39.316
geminism,9,1.1176,0.01548,0.00894,-0.0314,0.0268,1,72.1964
giiia,1,0.0802,0.00568,0.00138,0.0195,0.4643,0.9004,14.1197
giiia,0,-0.0244,0.0052,0.00111,0.0181,0.5535,0.8505,-4.69231
giiia,8,0.8914,0.01818,0.01282,0.004,0.007,0.997,49.0319
giiia,7,0.7954,0.01248,0.00621,0.0024,0.0048,0.986,63.734
giiib,-1,-0.0915,0.00483,0.00097,0.0068,0.7484,0.7101,-18.9441
giiib,-3,-0.2735,0.00743,0.00188,-0.0003,0.8434,0.1453,-36.8102
giiib,1,0.1101,0.005,0.00125,0.0118,0.6038,0.8996,22.02
giiib,0,0.0085,0.0046,0.00103,0.0095,0.685,0.8467,1.84783
giiib,3,0.3321,0.00675,0.00197,0.0107,0.3246,0.9467,49.2
giiib,2,0.2285,0.00563,0.00156,0.0099,0.5065,0.9316,40.5861
giiib,5,0.5801,0.00843,0.00292,0.0026,0.1465,0.9691,68.8138
giiib,7,0.812,0.01277,0.00668,-0.0032,0.0048,0.9944,63.5865
giiic,-1,-0.0791,0.00485,0.00099,0.0035,0.7506,0.7055,-16.3093
giiic,-3,-0.2681,0.00773,0.00191,-0.0016,0.8157,0.0967,-34.6831
giiic,-2,-0.1643,0.00679,0.00148,-0.001,0.7945,0.2509,-24.1973
giiic,-4,-0.3694,0.00896,0.00282,-0.0031,0.8405,0.0171,-41.2277
giiic,0,0.0242,0.00454,0.00096,0.0053,0.7097,0.8208,5.3304
giiic,2,0.2402,0.00523,0.00134,0.0067,0.55,0.9294,45.9273
giiic,4,0.4656,0.00718,0.00216,0.0038,0.2476,0.9623,64.8468
giiic,3,0.349,0.00593,0.00167,0.0066,0.4406,0.9468,58.8533
giiic,5,0.5902,0.00894,0.003,-0.0013,0.0707,0.9771,66.0179
giiid,-3,-0.2604,0.00805,0.00198,-0.0034,0.8023,0.0631,-32.3478
giiid,-4,-0.3642,0.00904,0.00294,-0.0045,0.8318,0.0159,-40.2876
giiid,0,0.0344,0.00455,0.00097,0.0025,0.7262,0.8055,7.56044
giiid,2,0.2491,0.005,0.00127,0.0043,0.5828,0.9281,49.82
giiid,5,0.5983,0.00921,0.00313,-0.0039,0.0407,0.9819,64.962
giiid,4,0.4756,0.00712,0.0021,0.001,0.2463,0.9645,66.7978
giiie,-4,-0.3242,0.00911,0.0032,-0.0146,0.8271,0.0142,-35.5873
giiie,1,0.184,0.00459,0.00087,-0.0083,0.6655,0.8532,40.0871
giiie,0,0.0804,0.0046,0.00088,-0.0097,0.7281,0.7725,17.4783
giiie,5,0.6459,0.00979,0.0037,-0.0172,0.0139,0.9972,65.9755
giiig,-4,-0.2899,0.00929,0.00383,-0.0227,0.8986,0.0137,-31.2056
giiig,5,0.6672,0.01001,0.004,-0.0229,0.0137,1,66.6533
giiih,-3,-0.1868,0.00798,0.00229,-0.0217,0.8698,0.0167,-23.4085
giiih,-4,-0.2881,0.00948,0.0041,-0.0234,0.9079,0.0147,-30.3903
giiih,1,0.2134,0.00445,0.00088,-0.0151,0.6864,0.8595,47.9551
giiih,5,0.6715,0.00972,0.00358,-0.0231,0.015,1,69.0844
giiih,4,0.561,0.00824,0.00235,-0.022,0.0699,0.9945,68.0825
giiih,3,0.4384,0.00618,0.00149,-0.0172,0.3362,0.9711,70.9385
giiii,-2,-0.0744,0.00737,0.00163,-0.0222,0.8459,0.0201,-10.095
giiii,-1,0.0322,0.00703,0.00117,-0.0214,0.8026,0.0411,4.58037
giiii,-3,-0.1766,0.00858,0.00316,-0.0242,0.8896,0.0151,-20.5828
giiii,3,0.4507,0.0065,0.00158,-0.0183,0.2825,0.9764,69.3385
giiii,4,0.5758,0.00803,0.00227,-0.0229,0.0924,0.9962,71.7061
giiii,5,0.6842,0.00918,0.00307,-0.0235,0.0386,1,74.5316
giiij,-3,-0.1712,0.00859,0.0032,-0.025,0.8974,0.0147,-19.9302
giiij,-2,-0.0683,0.00765,0.0021,-0.023,0.8494,0.0235,-8.9281
giiij,-1,0.0387,0.00746,0.00184,-0.0222,0.8032,0.0264,5.18767
giiij,11,1.2477,0.01875,0.01313,-0.008,0.0073,1,66.544
giiij,0,0.1452,0.00702,0.0011,-0.0212,0.7508,0.0283,20.6838
giiij,2,0.3322,0.00491,0.00108,-0.0143,0.5666,0.8935,67.6578
giiij,3,0.45,0.00618,0.00152,-0.0164,0.3363,0.9666,72.8155
giiij,5,0.6902,0.00902,0.00298,-0.0227,0.0582,1,76.5188
giiij,4,0.5885,0.00776,0.00219,-0.0236,0.1325,0.9978,75.8376
giiij,7,0.8701,0.01182,0.00588,-0.0152,0.013,1,73.6125
giiij,6,0.782,0.0101,0.00404,-0.0194,0.023,1,77.4257
giiij,8,0.9634,0.01362,0.00789,-0.0125,0.0122,1,70.7342
giiik,-1,0.0444,0.00773,0.0022,-0.0223,0.7964,0.027,5.74386
giiik,-2,-0.062,0.00805,0.00265,-0.0234,0.8504,0.0236,-7.70186
giiik,-4,-0.2709,0.01259,0.00773,-0.0272,0.944,0.0146,-21.5171
giiik,12,1.3145,0.02485,0.02033,-0.0006,0.0118,1,52.8974
giiik,10,1.1623,0.01707,0.01163,-0.0077,0.0122,1,68.0902
giiik,11,1.2484,0.01989,0.01475,-0.0051,0.0118,1,62.7652
giiik,4,0.5998,0.00801,0.00225,-0.024,0.0997,0.9993,74.8814
giiik,6,0.7911,0.00991,0.00381,-0.0187,0.0379,1,79.8285
giiik,5,0.6971,0.009,0.00292,-0.0218,0.06,1,77.4556
giiik,3,0.4482,0.0067,0.00162,-0.0144,0.2435,0.9616,66.8955
giiik,9,1.0708,0.01475,0.00904,-0.01,0.0125,1,72.5966
giiik,8,0.9803,0.01223,0.00617,-0.0131,0.018,1,80.1554
giiik,7,0.884,0.01104,0.00506,-0.0153,0.0248,1,80.0725
giiil,-4,-0.2727,0.01105,0.00602,-0.0257,0.9438,0.0142,-24.6787
giiil,-2,-0.0579,0.0089,0.00364,-0.0235,0.8462,0.0289,-6.50562
giiil,11,1.2535,0.0199,0.01474,-0.0041,0.0124,1,62.9899
giiil,10,1.1678,0.01699,0.01152,-0.0068,0.0126,1,68.7345
giiil,0,0.1498,0.00733,0.00141,-0.0196,0.6993,0.0337,20.4366
giiil,12,1.331,0.02326,0.01843,-0.0009,0.0121,1,57.2227
giiil,4,0.607,0.00787,0.00222,-0.0238,0.125,0.9999,77.1283
giiil,3,0.4617,0.00654,0.00162,-0.0157,0.2729,0.9717,70.5963
giiil,2,0.336,0.00546,0.00122,-0.0123,0.4573,0.8953,61.5385
giiil,6,0.7959,0.00976,0.00377,-0.0179,0.0495,1,81.5471
giiil,9,1.0803,0.01405,0.00815,-0.0099,0.0134,1,76.8897
giiil,8,0.9871,0.01194,0.00601,-0.0124,0.0245,1,82.6717
giiil,7,0.8907,0.01068,0.00465,-0.0149,0.0382,1,83.3989
giiim,0,0.1491,0.00876,0.00253,-0.0155,0.5486,0.0331,17.0205
giiim,1,0.2556,0.00793,0.00137,-0.0139,0.4897,0.0346,32.232
giiim,10,1.1848,0.01686,0.01156,-0.0036,0.0276,1,70.2728
giiim,12,1.3659,0.02124,0.01635,0.0001,0.0243,1,64.3079
giiim,13,1.4351,0.02532,0.02088,0.0038,0.023,1,56.6785
giiim,14,1.4753,0.0306,0.02661,0.0094,0.0215,1,48.2124
giiim,3,0.4708,0.00878,0.00152,-0.0121,0.2777,0.0557,53.6219
giiim,4,0.6097,0.00759,0.00217,-0.0188,0.1536,1,80.3294
giiim,5,0.7076,0.00844,0.00275,-0.0162,0.1003,1,83.8389
giiim,8,1.0015,0.0115,0.00558,-0.009,0.0455,1,87.087
